intro_db,db_id,intro_name,intro_locality,dr_id,intro_source,intro_status
wrims,109712,Alexandrium ostenfeldii,Scandinavia; Romanian part of the Black Sea; Swedish part of the Baltic Sea,822796; 814135; 858051,"Faust, M.A. and Gulledge, R.A. (2002). Identifying Harmful Marine Dinoflagellates: Harmful Marine Dinoflagellate Taxa. <em>Smithsonian Institution. Contributions from the United States National Herbarium.</em> 42, 1-144.; Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.; Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden.",invasive; of concern
wrims,109784,Gymnodinium catenatum,Australian Exclusive Economic Zone; Australian part of the Tasman Sea,822780; 857442,"Department of Agriculture, Fisheries and Forestry (DAFF), Australia. (2009). NIMPIS (National Introduced Marine Pest Information System). The National System for the Prevention and Management of Marine Pest Incursions.; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",invasive; of concern
wrims,110130,Coolia monotis,Aegean Sea; Mediterranean Sea - Western Basin,814566; 814568,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.",invasive
wrims,111152,Bugula flabellata,Australian Exclusive Economic Zone,857436,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,111158,Bugula neritina,Australian Exclusive Economic Zone; Espírito Santo; Spanish part of the North Atlantic Ocean; Australian part of the Coral Sea; Chile; United States part of the North Pacific Ocean; Bay of Ilha Grande; United Kingdom part of the Celtic Sea; United Kingdom part of the English Channel; Durban Bay; Port Nolloth; Swedish part of the Kattegat; Swedish part of the Skagerrak,815726; 824067; 824085; 818852; 824479; 824472; 826097; 857253; 857254; 826704; 826539; 892475; 892478; 857437; 857929; 857930,"Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS); Ryland, J. S.; Bishop, J. D. D.; De Blauwe, H.; El Nagar, A.; Minchin, D.; Wood, C. A.; Yunnie, A. L. E. (2011). Alien species of Bugula (Bryozoa) along the Atlantic coasts of Europe. <em>Aquatic Invasions.</em> 6(1): 17-31.; Piriz, María Luz; Scarabino, Fabrizio; Spivak, Eduardo D.; Vallarino, Eduardo A. (2002). No longer the pristine confines of the world ocean: a survey of exotic marine species in the southwestern  Atlantic. Biological Invasions. 4, 115-143.; Minchin, D.; Cook, E.; Clark, P. (2013). Alien species in British brackish and marine waters. <em>Aquatic Invasions.</em> 8(1): 3-19.; Ignacio, B. L.; Julio, L. M.; Junqueira, A. O. R.; Ferreira-Silva, M. A. G. (2010). Bioinvasion in a Brazilian Bay: Filling Gaps in the Knowledge of Southwestern Atlantic Biota. PLoS ONE. 5(9): e13065.; Vieira, L. M.; Migotto, A. E.; Winston, J. E. (2008). Synopsis and annotated checklist of Recent marine Bryozoa from Brazil. Zootaxa. 1810: 1-39.; NA; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.; Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden.",invasive; of concern
wrims,111254,Tricellaria inopinata,United Kingdom part of the Celtic Sea; United Kingdom part of the English Channel; United States part of the North Atlantic Ocean; Celtic Sea; New Zealand,857259; 857260; 825887; 819325; 819328,"Minchin, D.; Cook, E.; Clark, P. (2013). Alien species in British brackish and marine waters. <em>Aquatic Invasions.</em> 8(1): 3-19.; Johnson, C.; Winston, J.; Woollacott, R. (2012). Western Atlantic introduction and persistence of the marine bryozoan Tricellaria inopinata. <em>Aquatic Invasions.</em> 7(3): 295-303.; Kelso, A.; Wyse Jackson, P.N. (2012). Invasive bryozoans in Ireland: first record of Watersipora subtorquata (d'Orbigny, 1852) and an extension of the range of Tricellaria inopinata d'Hondt and Occhipinti Ambrogi, 1985. BioInvasions Records 1(3): 209–214.",invasive; of concern
wrims,111343,Cryptosula pallasiana,Table Bay; Simon's Town Harbour; False Bay (South Shetland Islands); Saldanha Bay; Australian Exclusive Economic Zone,892481; 892482; 892483; 892484; 814715,"NA; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",invasive; of concern
wrims,111352,Conopeum seurati,Australian Exclusive Economic Zone,857578,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,111411,Membranipora membranacea,United States part of the North Atlantic Ocean; Fundy Bay; Canadian part of the North Atlantic Ocean; Canadian part of the Gulf of St-Lawrence; United States,826638; 826353; 826355; 825301; 825302; 825304; 825305; 825306; 825308; 823172; 816091,"Fisheries and Oceans Canada. (2011). Aquatic invasive species: Coffin box in Newfoundland and Labrador waters.; Pratt, M. C.; Grason, E. W. (2006). Invasive species as a new food source: does a nudibranch predator prefer eating an invasive bryozoan?. <em>Biological Invasions.</em> 9(6): 645-655.; Watanabe, S.; Scheibling, R. E.; Metaxas, A. (2009). Contrasting patterns of spread in interacting invasive species: Membranipora membranacea and Codium fragile off Nova Scotia. <em>Biological Invasions.</em> 12(7): 2329-2342.; Whitlatch, R. B.; Osman, R. E. (2000). Geographical distributions and organism-habitat associations of shallow water introduced marine fauna in New England. <em>Marine Bioinvasions.</em> 61-65.; Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS); Saunders, M.; Metaxas, A. (2007). Temperature explains settlement patterns of the introduced bryozoan Membranipora membranacea in Nova Scotia, Canada. <em>Marine Ecology Progress Series.</em> 344: 95-106.; Berman, J.; Harris, L.; Lambert, W.; Buttrick, M.; Dufresne, M. (1992). Recent Invasions of the Gulf of Maine: Three Contrasting Ecological Histories. <em>Conservation Biology.</em> 6(3): 435-441.; USGS (United States Geological Survey). (2003-2014). NAS - Nonindigenous Aquatic Species.",invasive
wrims,111527,Schizoporella errata,United States part of the North Pacific Ocean; Australian Exclusive Economic Zone,825678; 857563,"Fofonoff P. W, Ruiz G. M, Steves B, & Carlton J. T. 2003. National Exotic Marine and Estuarine Species Information System.; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",invasive; of concern
wrims,111538,Schizoporella unicornis,Australian Exclusive Economic Zone,817472,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,111592,Watersipora subtorquata,Australia; New Zealand; United States part of the North Pacific Ocean; False Bay (South Shetland Islands); Australian Exclusive Economic Zone,825946; 825947; 825948; 892486; 857570,"Keough, M. J. and Ross, D. J. (1999). Introduced fouling species in Port Phillip Bay. <em>Marine Biological Invasions of Port Phillip Bay, Victoria.</em> Pages 193-226.; Gordon, D.P.; Mawatari, S.F. (1992). Atlas of marine-fouling bryozoa of New Zealand ports and harbors. Miscellaneous Publications of the New Zealand Oceanographic Institute. 107: 1-52.; Cohen, A.N. (2011). The Exotics Guide: Non-native Marine Species of the North American Pacific Coast. Center for Research on Aquatic Bioinvasions, Richmond, CA, and San Francisco Estuary Institute, Oakland, CA. Revised September 2011.; NA; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",invasive; of concern
wrims,111670,Zoobotryon verticillatum,United States part of the North Pacific Ocean; United States part of the Gulf of Mexico; South Korea; Madeiran part of the North Atlantic Ocean; Australian Exclusive Economic Zone,826499; 825984; 825986; 816307; 817622; 857571,"Williams, S. L. (2007). Introduced species in seagrass ecosystems: Status and concerns. <em>Journal of Experimental Marine Biology and Ecology.</em> 350: 89-110.; Cohen, A. N.; Carlton, J. T. (1995). Nonindigenous aquatic species in a United States estuary: A case study of the biological invasions of the San Francisco Bay and delta. A report for the United States Fish and Wildlife Service, Washington D.C. and the National Sea Grant College Program Connecticut Sea Grant.; Gossett, L.; Lester, J.; Gonzalez, L. (2004). Galveston Bay Invasive Species Risk Assessment Final Report. <em>Environmental Institute of Houston, University of Houston, Houston TX.</em>; Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS); Wirtz, P.; Canning-Clode, J. (2009). The invasive bryozoan Zoobotryon verticillatum has arrived at Madeira Island. <em>Aquatic Invasions.</em> 4(4): 669-670.; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",invasive; of concern
wrims,111673,Victorella pavida,United States part of the North Atlantic Ocean,825919; 825921; 826492,"Cowles, R.P. (1930) A biological study of the offshore waters of Chesapeake Bay, United States Bureau of Fisheries Bulletin 46: 277-381; Fofonoff P. W, Ruiz G. M, Steves B, & Carlton J. T. 2003. National Exotic Marine and Estuarine Species Information System.; Osburn, R. C. (1932). Bryozoa from Chesapeake Bay. <em>Ohio Journal of Science.</em> 32, 441-447.",invasive
wrims,111800,Barentsia benedeni,Australian Exclusive Economic Zone,814296,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,117305,Macrorhynchia philippina,Turkish part of the Mediterranean Sea - Eastern Basin,857409,"Çinar, M. (2006). New records of alien species on the Levantine coast of Turkey. <em>Aquatic Invasions.</em> 1(2): 84-90.",of concern
wrims,117313,Blackfordia virginica,Portuguese part of the North Atlantic Ocean; Spanish part of the North Atlantic Ocean,814314; 814315,"Chícharo, M. A.; Leitão, T.; Range, P.; Gutierrez, C.; Morales, J.; Morais, P.; Chícharo, L. (2009). Alien species in the Guadiana Estuary (SE-Portugal/SW-Spain): Blackfordia virginica (Cnidaria, Hydrozoa) and Palaemon macrodactylus (Crustacea, Decapoda): potential impacts and mitigation measures. <em>Aquatic Invasions.</em> 4(3): 501-506.",of concern
wrims,117328,Bougainvillia muscus,Australian part of the Tasman Sea,814375,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,117340,Garveia franciscana,United States part of the North Atlantic Ocean; United States; Venezuela; Azov sea,825032; 825051; 825052; 816019,"Calder, Dale R.; Brehmer, Morris L. (1967) Seasonal occurrence of epifauna on test panels in Hampton Roads, Virginia., International Journal of Oceanology and Limnology 1: 149-164; Thompson, Michelle Lynne. (1993). Dynamics of an oligohaline, macrofaunal, fouling community. <em>M.S. Thesis, College of William and Mary.</em>; De Rincon, O.; Morris, E. (2003). Studies on selectivity and establishment of “Pelo de Oso” ( Garveia franciscana ) on metallic and non-metallic materials submerged in Lake Maracaibo, Venezuela. <em>Anti-Corrosion Methods and Materials.</em> 50(1): 17-24.; Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS)",invasive
wrims,117389,Obelia longissima,Australian Exclusive Economic Zone,857585,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,117428,Cordylophora caspia,Dutch part of the North Sea; Luxembourg; Ukraine; Norwegian part of the Norwegian Sea; United States part of the North Pacific Ocean; Brazil; United States; United States part of the Gulf of Mexico; Finland; Swedish part of the Baltic Sea; Swedish part of the Kattegat; Swedish part of the Skagerrak; Australian Exclusive Economic Zone,815874; 815875; 815876; 824727; 824728; 824729; 824730; 824731; 826174; 826175; 826176; 826563; 826564; 826565; 826714; 857999; 858000; 858001; 814607,"Fofonoff, P.W.; Ruiz, G.M.; Steves, B.; Carlton, J.T. (2014). National Exotic Marine and Estuarine Species Information System (NEMESIS); Allman, G. J. 1872. A monograph of the gymnoblastic or tubularian hydroids. Conclusion of Part I, and Part II, containing descriptions of the genera and species of Gymnoblastea. Ray Society, London, pp. 155-450, plates 1-23.; Hand, C.; Gwilliam, G. F. (1951). New distribution records for two athecate hydroids,Cordylophora lacustris and Candelabrum sp., from the West Coast of North America, with revisions of their nomenclature. <em>Journal of the Washington Academy of Sciences.</em> 41, 206-209.; Arndt, E. A. (1984). Ecological niche of Cordylophora caspia (Pallas, 1771). <em>Limnologica.</em> 15, 469-477.; Smith, F. (1910). Hydroids in the Illinois River. <em>Biological Bulletin.</em> 18(2): 67-68.; Poirrier, M. A.; Denoux, G. J. (1973). Notes on the Distribution, Ecology and Morphology of the Colonial Hydroid Cordylophora caspia (Pallas) in Southern Louisiana. <em>The Southwestern Naturalist.</em> 18(2): 253.; Carlton, J.T. (1979). History, biogeography, and ecology of the introduced marine and estuarine invertebrates of the Pacific Coast of North America. Ph.D. dissertation, University of California, Davis. Pp. 1-904.; Grohmann, P. A. (2008). Bioincrustation caused by a hydroid species in the turbine cooling system at the Funil hydroelectric power plant Itatiaia, Rio de Janeiro, Brazil. Naturalia. 31, 16-21.; Jensen, K. R.; Knudsen, J. (2005). A summary of alien marine benthic invertebrates in Danish waters. Oceanological and Hydrobiological Studies. 34 (suppl. 1): 137-161.; Cohen, A. N.; Carlton, J. T. (1995). Nonindigenous aquatic species in a United States estuary: A case study of the biological invasions of the San Francisco Bay and delta. A report for the United States Fish and Wildlife Service, Washington D.C. and the National Sea Grant College Program Connecticut Sea Grant.; Farrapeira, C. M. R. (2010). The introduction of the bryozoan Zoobotryon verticillatum (Della Chiaje, 1822) in northeast of Brazil: a cause for concern. Biological Invasions. 13(1): 13-16.; Wolff, W. J. (2005). Non-indigenous marine and estuarine species in the Netherlands. <em>Zoologische Verhandelingen.</em> 79, 1-116.; Swedish AquaAliens Research Programme (2006). Alien Species in Swedish Sea Areas / Frammande Arter / Svenska Hav - Sweden.; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",invasive; of concern
wrims,117762,Moerisia lyonsi,United States part of the North Atlantic Ocean; United States,826364; 826365; 825345; 825346; 825347; 822843,"Calder, D. R. (1971). Hydroids and hydromedusae of southern Chesapeake Bay. <em>Special papers in Marine Science.</em> 1, 1-125.; Purcell, J.E.; Bamstedt, U.; Bamstedt, A. (1999) Prey, feeding rates, and asexual reproduction rates of the introduced oligohaline hydrozoan Moerisia lyonsi, Marine Biology 134: 317-325; Calder, D. R.; Burrell, V. G. (1967). Occurrence of Moerisia lyonsi (Limnomedusae, Moerisiidae) in North America. American Midland Naturalist. 78(2): 540-541.; Meek, M. H.; Wintzer, A. P.; Wetzel, W. C.; May, B. (2012). Climate Change Likely to Facilitate the Invasion of the Non-Native Hydroid, Cordylophora caspia, in the San Francisco Estuary. <em>PLoS ONE.</em> 7(10): e46373.; Sandifer, P. A.; Smith, T. I. J.; Calder, D. R. (1974). Hydrozoans as pests in closed-system culture of larval decapod crustaceans. <em>Aquaculture.</em> 4(1): 55-59.; USGS (United States Geological Survey). (2003-2014). NAS - Nonindigenous Aquatic Species.",invasive
wrims,117768,Gonionemus vertens,United States part of the North Atlantic Ocean; United States part of the North Pacific Ocean,826267; 825108; 825110; 825013,"Sumner, F. B.; Osburn, R. C.; Davis, B. M. (1913). A biological survey of the waters of Woods Hole and vicinity. Part I. Section I. Physical and Zoological. Section II. Botanical. Bulletin of the Bureau of Fisheries. 31, 1-544.; Wilcox, W. (2007). Gonionemus vertens: New to the Vineyard. <em>Friends of Farm Pond.</em>; Kehrl, B. (2011). Mini jellies in Sedge Lot Pond pack a mega punch. <em>Falmouth Enterprise : published online.</em>; Mayor, A. G.; Mayer, A. G. (1910). Medusae of the world, by Alfred Goldsborough Mayer.",invasive
wrims,117802,Pennaria disticha,Durban Bay,887367,NA,invasive
wrims,117981,Ectopleura crocea,United States part of the North Pacific Ocean; Australia; Australian part of the Bass Strait,824918; 824919; 814859,"Carlton, J.T. (1979). History, biogeography, and ecology of the introduced marine and estuarine invertebrates of the Pacific Coast of North America. Ph.D. dissertation, University of California, Davis. Pp. 1-904.; Watson, J. E. (1999). Review of hydroids introduced to Victorian waters. <em>Marine Biological Invasions of Port Phillip Bay, Victoria.</em> 88-107.; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",invasive; of concern
wrims,118137,Hypogastrura viatica,South Georgia; Marion Island; Crozet Islands; Kerguelen Islands; Macquarie Island,954852; 954853; 954854; 954855; 954856,"Frenot, Y.; Chown, S. L.; Whinam, J.; Selkirk, P. M.; Convey, P.; Skotnicki, M.; Bergstrom, D. M. (2005). Biological invasions in the Antarctic: extent, impacts and implications. <em>Biological Reviews.</em> 80(1): 45-72.",invasive
wrims,120025,Hemimysis anomala,United Kingdom part of the North Sea,819058,"Nunn, A.; Cowx, I. (2012). Diel and seasonal variations in the population dynamics of Hemimysis anomala, a non-indigenous mysid: implications for surveillance and management. <em>Aquatic Invasions.</em> 7(3): 357-365.",invasive
wrims,122885,Anguillicola crassus,Sweden; North Sea,814246; 814247,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.",invasive
wrims,126298,Enchelycore anatina,Greek part of the Aegean Sea,815945,"Kalogirou, S. (2010). First Record Of The Non-Indigenous Fangtooth Moray Enchelycore anatina From Rhodes. <em>Island, South- Eastern Aegean Sea. Mediterranean Marine Science.</em> 11(2): 357-360.",invasive
wrims,126792,Callionymus lyra,Bahamas,857722,"Lopez, V. and Krauss, U. (2006) National and Regional Capacities and Experiences on Marine Invasive Species, Including Ballast Waters, Management Programmes in the Wider Caribbean Region: a Compilation of Current Information. UNEP Caribbean Environment Programme Report on Marine Invasive Species",invasive
wrims,126800,Alepes djedaba,Mediterranean Sea - Eastern Basin,814115,"Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.",invasive
wrims,126870,Benthophilus stellatus,Belarus,818839,"Rizevsky, V.; Leschenko, A.; Ermolaeva, I.; Pluta, M. (2013). First record of the Ponto-Caspian stellate tadpole-goby Benthophilus stellatus (Sauvage, 1874) from the Dnieper River, Belarus. BioInvasions Records 2(2): 159–161.",of concern
wrims,126913,Neogobius fluviatilis,Dutch part of the North Sea,819138,"van Kessel, N.; Dorenbosch, M.; Spikmans, F. (2009). First record of Pontian monkey goby, Neogobius fluviatilis (Pallas, 1814), in the Dutch Rhine. <em>Aquatic Invasions.</em> 4(2): 421-424.",of concern
wrims,126916,Neogobius melanostomus,Odra Estuary,819140,"Czugala, A.; Wozniczka, A. (2010). The River Odra estuary – another Baltic Sea area colonized by the round goby Neogobius melanostomus Pallas, 1811. <em>Aquatic Invasions.</em> 5(1): 61-65.",of concern
wrims,126979,Liza carinata,Israeli part of the Mediterranean Sea - Eastern Basin,864332,"Ben Tuvia, A. (1971). Revised list of the Mediterranean fishes of Israel. <em>Israel Journal of Zoology.</em> 20: 1-39.",invasive
wrims,126989,Upeneus moluccensis,Syrian part of the Mediterranean Sea - Eastern Basin,815647,"Gruvel, A. (1931). Les états de Syrie, richesses marines et fluviales. Exploitation actuelle et à venir. <em>Soc. Edit. Geogr. Marit.et colon.</em> 453.",invasive
wrims,127024,Scomberomorus commerson,Israeli part of the Mediterranean Sea - Eastern Basin,817480,"Hornell, J. (1935). Report on the Fisheries of Palestine. London, Government of Palestine, Crown Agent for the Colonies. 1-84 pp.",invasive
wrims,127044,Siganus luridus,Greek part of the Aegean Sea; Israeli part of the Mediterranean Sea - Eastern Basin,819287; 864333,"Katsanevakis, S. (2011). Rapid assessment of the marine alien megabiota in the shallow coastal waters of the Greek islands, Paros and Antiparos, Aegean Sea. <em>Aquatic Invasions.</em> 6(1): 133-137.; Ben Tuvia, A. (1964). Two siganid fishes of Red Sea origin in the eastern Mediterranean. <em>Bulletin of the Sea Fisheries Research Station, Haifa.</em> 37: 3-10.",invasive
wrims,127045,Siganus rivulatus,Israeli part of the Mediterranean Sea - Eastern Basin,864282,"Steinitz, W. (1927). Beitrage zur Kenntnis der Kustenfauna Palastinas. I. Pubblicazioni della Stazione Zoologica di Napoli. 8-3.",invasive
wrims,127046,Sillago sihama,Israeli part of the Mediterranean Sea - Eastern Basin,864331,"Ben Tuvia, A. (1985). The impact of the Lessepsian (Suez Canal) fish migration on the eastern Mediterranean Ecosystem. In: Moraitou- Apostolopoulou, M. and V. Kiortsis (eds.), Mediterranan Marine Ecosystems. Plenum Press. pp 367-375.",invasive
wrims,127184,Oncorhynchus kisutch,Kerguelen Islands,955110,"Frenot, Y.; Chown, S. L.; Whinam, J.; Selkirk, P. M.; Convey, P.; Skotnicki, M.; Bergstrom, D. M. (2005). Biological invasions in the Antarctic: extent, impacts and implications. <em>Biological Reviews.</em> 80(1): 45-72.",invasive
wrims,127185,Oncorhynchus mykiss,Australian Exclusive Economic Zone,857558,"Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",of concern
wrims,127186,Salmo salar,Kerguelen Islands,955107,"Frenot, Y.; Chown, S. L.; Whinam, J.; Selkirk, P. M.; Convey, P.; Skotnicki, M.; Bergstrom, D. M. (2005). Biological invasions in the Antarctic: extent, impacts and implications. <em>Biological Reviews.</em> 80(1): 45-72.",invasive
wrims,127187,Salmo trutta,Crozet Islands; Kerguelen Islands,955104; 955105,"Frenot, Y.; Chown, S. L.; Whinam, J.; Selkirk, P. M.; Convey, P.; Skotnicki, M.; Bergstrom, D. M. (2005). Biological invasions in the Antarctic: extent, impacts and implications. <em>Biological Reviews.</em> 80(1): 45-72.",invasive
wrims,128901,Mytilicola orientalis,Celtic Sea,822906,"Steele, S. and Mulcahy, M. F. (2001). Impact of the copepod mytilicola orientalis on the Pacific oyster Crassotrea gigas in Ireland. Diseases of aquatic organisms, 47(2):145-149.",invasive
wrims,129797,Hypania invalida,Polish part of the Baltic Sea; Serbia; North Sea,819070; 819071; 816992,"Wozniczka, A.; Gromisz, S.; Wolnomiejski, N. (2011). Hypania invalida (Grube, 1960), a polychaete species new for the southern Baltic estuarine area: the Szczecin Lagoon and the River Odra mouth. <em>Aquatic Invasions.</em> 6(1): 39-46.; Zoric, K.; Jakovcev-Todorovic, D.; Ðikanovic, V.; Vasiljevic, B.; Tomovic, J.; Atanackovic, A.; Simic, V.; Paunovic, M. (2011). Distribution of the Ponto-Caspian polychaeta Hypania invalida (Grube, 1860) in inland waters of Serbia. Aquatic Invasions 6(1): 33–38.; Molnar, J. L.; Gamboa, R. L.; Revenga, C.; Spalding, M. D. (2008). Assessing the global threat of invasive species to marine biodiversity. <em>Frontiers in Ecology and the Environment.</em> 6(9): 485-492.",invasive
wrims,130372,Ceratonereis mirabilis,Aegean Sea,815810,"Çinar, M.E.; Dagli, E. (2012). New records of alien polychaete species for the coasts of Turkey. <em>Mediterranean Marine Science.</em> 13(1): 103-107.",invasive
wrims,130421,Pseudonereis anomala,Levantine Sea,860293,"Çinar, M. E. & Altun, C. (2007). A Preliminary Study on the Population Characteristics of the Lessepsian Species Pseudonereis anomala (Polychaeta: Nereididae) in Iskenderun Bay (Levantine Sea, Eastern Mediterranean). <em>Turkish Journal of Zoology.</em> 31: 403-410.",of concern
wrims,130672,Phyllodoce longifrons,Turkish part of the Mediterranean Sea - Eastern Basin,816155,"Çinar, M. E.; Bilecenoglu, M.; Ozturk, B.; Katagan, T.; Aysel, V. (2005). Alien Species On The Coasts Of Turkey. <em>Mediterranean Marine Science.</em> 6(2): 119-146.",invasive
wrims,130881,Branchiomma luctuosum,Italian part of the Ionian Sea,815724,"Giangrande, A.; Cosentino, A.; Lo Presti, C.; Licciano, M. (2012). Sabellidae (Annelida) From The Faro Coastal Lake (Messina, Ionian Sea), With The First Record Of The Invasive Species Branchiomma bairdi Along The Italian Coast. Mediterranean Marine Science 13(2): 283-293.",invasive
wrims,130969,Sabella spallanzanii,Australian part of the Bass Strait; Auckland; Australian part of the Great Australian Bight,819268; 876714; 857444,"Read, G. B.; Inglis, G.; Stratford, P.; Ahyong, S. T. (2011). Arrival of the alien fanworm Sabella spallanzanii (Gmelin, 1791) (Polychaeta: Sabellidae) in two New Zealand harbours. <em>Aquatic Invasions.</em> 6(3): 273-279.; Brine, O.; Hunt, L.; Costello, M. J. (2013). Marine biofouling on recreational boats on swing moorings and berths. <em>Management of Biological Invasions.</em> 4(4): 327-341.; Hayes, K.; Sliwa, C.; Migus, S.; McEnnulty, F.; Dunstan, P.; Heritagearkes, P. (2005). National priority pests. Part II, Ranking of Australian marine pests. Australian Government Department of the Environment and Heritage: Parkes. ISBN 1 876996 80 3. 94 pp.",invasive; of concern
